symbol,patterns_found,scan_time,error
BHARTIARTL,0,0.45525407791137695,
HDFCBANK,0,0.5146946907043457,
ICICIBANK,0,0.26261305809020996,
INFY,0,0.043031930923461914,
ITC,0,0.32912230491638184,
RELIANCE,0,0.21058988571166992,
SBIN,0,0.6241927146911621,
TCS,0,0.2085871696472168,
